smiles	cation	anion	name	cas	url
CCCCCCCCCCCCn1cc[n+](C)c1.[I-]	CCCCCCCCCCCCn1cc[n+](C)c1	[I-]	1-Dodecyl-3-methylimidazolium iodide	81995-09-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0136-hp
CCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F	CCCCCCCCCCCCn1cc[n+](C)c1	F[B-](F)(F)F	1-Dodecyl-3-methylimidazolium tetrafluoroborate	244193-59-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0132-hp
CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F	CCCCCCCCCCCCn1cc[n+](C)c1	O=S(=O)([O-])C(F)(F)F	1-Dodecyl-3-methylimidazolium triflate	404001-52-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0133-hp
CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CC[N+]1(C)CCCC1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Ethyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)imide	223436-99-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0167-hp
CC[N+]1(C)CCCC1.[Br-]	CC[N+]1(C)CCCC1	[Br-]	1-Ethyl-1-methylpyrrolidinium bromide	69227-51-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0163-hp
CC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F	CC[N+]1(C)CCCC1	F[P-](F)(F)(F)(F)F	1-Ethyl-1-methylpyrrolidinium hexafluorophosphate	121057-90-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0166-hp
CC[N+]1(C)CCCC1.[I-]	CC[N+]1(C)CCCC1	[I-]	1-Ethyl-1-methylpyrrolidinium iodide	4186-68-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0164-hp
CC[N+]1(C)CCCC1.F[B-](F)(F)F	CC[N+]1(C)CCCC1	F[B-](F)(F)F	1-Ethyl-1-methylpyrrolidinium tetrafluoroborate	117947-85-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0165-hp
CC[N+]1(C)CCCC1.F[B-](F)(F)F	CC[N+]1(C)CCCC1	F[B-](F)(F)F	1-Ethyl-1-methylpyrrolidinium tetrafluoroborate	117947-85-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0165
CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F	CC[N+]1(C)CCCC1	O=S(=O)([O-])C(F)(F)F	1-Ethyl-1-methylpyrrolidinium triflate	8893443-18-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0168-hp
CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCn1cc[n+](C)c1C	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Ethyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)imide	174899-90-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0106-hp
CCn1cc[n+](C)c1C.[Br-]	CCn1cc[n+](C)c1C	[Br-]	1-Ethyl-2,3-dimethylimidazolium bromide	98892-76-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0135-hp
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1C	CCn1cc[n+](C)c1C	CCOS(=O)(=O)[O-]	1-Ethyl-2,3-dimethylimidazolium ethyl sulfate >98%	516474-08-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0207-hp
CCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F	CCn1cc[n+](C)c1C	F[P-](F)(F)(F)(F)F	1-Ethyl-2,3-dimethylimidazolium hexafluorophosphate	292140-86-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0139-hp
CCn1cc[n+](C)c1C.F[B-](F)(F)F	CCn1cc[n+](C)c1C	F[B-](F)(F)F	1-Ethyl-2,3-dimethylimidazolium tetrafluoroborate	307492-75-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0001-hp
CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F	CCn1cc[n+](C)c1C	O=S(=O)([O-])C(F)(F)F	1-Ethyl-2,3-dimethylimidazolium triflate	174899-72-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0002-hp
CC[n+]1ccccc1C.[Br-]	CC[n+]1ccccc1C	[Br-]	1-Ethyl-2-methylpyridinium  bromide	32353-50-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0225-hp
CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CC[n+]1ccccc1C	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Ethyl-2-methylpyridinium bis(trifluoromethylsulfonyl)imide	712354-99-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0247-hp
CCCCOP(=O)([O-])OCCCC.CCn1cc[n+](C)c1	CCn1cc[n+](C)c1	CCCCOP(=O)([O-])OCCCC	1-Ethyl-3-methylimidazolium   dibutylphosphate	869858-84-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0323-hp
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)F	CCn1cc[n+](C)c1	O=S(=O)([O-])C(F)(F)C(F)F	1-Ethyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate	880084-63-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0232-sg
CC(=O)[O-].CCn1cc[n+](C)c1	CCn1cc[n+](C)c1	CC(=O)[O-]	1-Ethyl-3-methylimidazolium acetate	143314-17-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0189-tg
CC(=O)[O-].CCn1cc[n+](C)c1	CCn1cc[n+](C)c1	CC(=O)[O-]	1-Ethyl-3-methylimidazolium acetate	143314-17-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0189-hp
CCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F	CCn1cc[n+](C)c1	O=S(=O)(F)[N-]S(=O)(=O)F	1-Ethyl-3-methylimidazolium bis(fluorosulfonyl)imide	235789-75-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0342-hp
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	CCn1cc[n+](C)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	1-Ethyl-3-methylimidazolium bis(pentafluoroethylsulfonyl)imide	216299-76-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0320-hp
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCn1cc[n+](C)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Ethyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, 99.5%	174899-82-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-fce-5000
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCn1cc[n+](C)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Ethyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, 99.5%	174899-82-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0023
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCn1cc[n+](C)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Ethyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, 99.5% - OP	174899-82-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0023-op
CCn1cc[n+](C)c1.[Br-]	CCn1cc[n+](C)c1	[Br-]	1-Ethyl-3-methylimidazolium bromide	65039-08-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0015-hp
CCn1cc[n+](C)c1.[Al+3].[Cl-].[Cl-].[Cl-].[Cl-]	[Al+3]	[Cl-]	1-Ethyl-3-methylimidazolium chloride and Aluminum chloride (1:2)	80432-05-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/ep-0007-hp
CCn1cc[n+](C)c1.[Cl-]	CCn1cc[n+](C)c1	[Cl-]	1-Ethyl-3-methylimidazolium chloride, melt	65039-09-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0093-tg
CCn1cc[n+](C)c1.[Cl-]	CCn1cc[n+](C)c1	[Cl-]	1-Ethyl-3-methylimidazolium chloride	65039-09-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0093-hp
CCn1cc[n+](C)c1.[Cl-]	CCn1cc[n+](C)c1	[Cl-]	1-Ethyl-3-methylimidazolium chloride	65039-09-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0093
CCn1cc[n+](C)c1.N#CN=C=[N-]	CCn1cc[n+](C)c1	N#CN=C=[N-]	1-Ethyl-3-methylimidazolium dicyanamide	370865-89-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/iolilyte-zbe-1000
CCn1cc[n+](C)c1.N#CN=C=[N-]	CCn1cc[n+](C)c1	N#CN=C=[N-]	1-Ethyl-3-methylimidazolium dicyanamide	370865-89-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0003-hp
CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1	CCn1cc[n+](C)c1	CCOP(=O)([O-])OCC	1-Ethyl-3-methylimidazolium diethyl phosphate	848641-69-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0052-hp
CCn1cc[n+](C)c1.COP(=O)([O-])OC	CCn1cc[n+](C)c1	COP(=O)([O-])OC	1-Ethyl-3-methylimidazolium dimethyl phosphate	945611-27-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0220-hp
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1	CCn1cc[n+](C)c1	CCOS(=O)(=O)[O-]	1-Ethyl-3-methylimidazolium ethyl sulfate	342573-75-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0033-hp
CCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F	CCn1cc[n+](C)c1	F[P-](F)(F)(F)(F)F	1-Ethyl-3-methylimidazolium hexafluorophosphate	155371-19-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0122-hp
CCn1cc[n+](C)c1.O=S(=O)([O-])O	CCn1cc[n+](C)c1	O=S(=O)([O-])O	1-Ethyl-3-methylimidazolium hydrogensulfate	412009-61-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0091-hp
CCn1cc[n+](C)c1.[I-]	CCn1cc[n+](C)c1	[I-]	1-Ethyl-3-methylimidazolium iodide	35935-34-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0048-hp
CCn1cc[n+](C)c1.CS(=O)(=O)[O-]	CCn1cc[n+](C)c1	CS(=O)(=O)[O-]	1-Ethyl-3-methylimidazolium methanesulfonate	145022-45-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0004-hp
CCn1cc[n+](C)c1.COC(=O)[O-]	CCn1cc[n+](C)c1	COC(=O)[O-]	1-Ethyl-3-methylimidazolium methylcarbonate in MeOH	251102-25-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/0027-sg
CCn1cc[n+](C)c1.COS(=O)(=O)[O-]	CCn1cc[n+](C)c1	COS(=O)(=O)[O-]	1-Ethyl-3-methylimidazolium methylsulfate	516474-01-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0112-hp
CCn1cc[n+](C)c1.O=[N+]([O-])[O-]	CCn1cc[n+](C)c1	O=[N+]([O-])[O-]	1-Ethyl-3-methylimidazolium nitrate	143314-14-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0005-hp
CCCCCCCC(=O)[O-].CCn1cc[n+](C)c1	CCn1cc[n+](C)c1	CCCCCCCC(=O)[O-]	1-Ethyl-3-methylimidazolium octanoate	1154003-55-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0357-hp
CCC(=O)[O-].CCn1cc[n+](C)c1	CCn1cc[n+](C)c1	CCC(=O)[O-]	1-Ethyl-3-methylimidazolium propionate	865627-64-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0356-hp
CCn1cc[n+](C)c1.F[B-](F)(F)F	CCn1cc[n+](C)c1	F[B-](F)(F)F	1-Ethyl-3-methylimidazolium tetrafluoroborate	143314-16-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-sce-1000
CCn1cc[n+](C)c1.F[B-](F)(F)F	CCn1cc[n+](C)c1	F[B-](F)(F)F	1-Ethyl-3-methylimidazolium tetrafluoroborate	143314-16-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0006
CCn1cc[n+](C)c1.N#C[S-]	CCn1cc[n+](C)c1	N#C[S-]	1-Ethyl-3-methylimidazolium thiocyanate	331717-63-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0007-hp
CCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1	CCn1cc[n+](C)c1	Cc1ccc(S(=O)(=O)[O-])cc1	1-Ethyl-3-methylimidazolium tosylate	328090-25-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0008-hp
CCn1cc[n+](C)c1.N#CC(=C=[N-])C#N	CCn1cc[n+](C)c1	N#CC(=C=[N-])C#N	1-Ethyl-3-methylimidazolium tricyanomethanide	666823-18-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0316-hp
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F	CCn1cc[n+](C)c1	O=S(=O)([O-])C(F)(F)F	1-Ethyl-3-methylimidazolium triflate	145022-44-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0009-hp
CCn1cc[n+](C)c1.O=C([O-])C(F)(F)F	CCn1cc[n+](C)c1	O=C([O-])C(F)(F)F	1-Ethyl-3-methylimidazolium trifluoroacetate	174899-65-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0027-sg
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F	CCn1cc[n+](C)c1	O=S(=O)([O-])C(F)(F)F	1-Ethyl-3-methylimidazolium trifluoromethansulfonate	145022-44-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/iolilyte-zbe-2000
CC[n+]1cccc(C)c1.[Br-]	CC[n+]1cccc(C)c1	[Br-]	1-Ethyl-3-methylpyridinium bromide	54778-76-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0226-hp
CC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	CC[n+]1cccc(C)c1	O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	1-Ethyl-3-methylpyridinium perfluorobutanesulfonate	1015420-87-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0313-hp
CCC[n+]1ccn(CC)c1.F[P-](F)(F)(F)(F)F	CCC[n+]1ccn(CC)c1	F[P-](F)(F)(F)(F)F	1-Ethyl-3-propylimidazolium  hexafluorophosphate	1770850-03-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0284-hp
CCC[n+]1ccn(CC)c1.F[B-](F)(F)F	CCC[n+]1ccn(CC)c1	F[B-](F)(F)F	1-Ethyl-3-propylimidazolium  tetrafluoroborate	1434759-73-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0283-hp
CCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCC[n+]1ccn(CC)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Ethyl-3-propylimidazolium bis(trifluoromethylsulfonyl)imide	347882-21-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0285-hp
CCC[n+]1ccn(CC)c1.[Br-]	CCC[n+]1ccn(CC)c1	[Br-]	1-Ethyl-3-propylimidazolium bromide	637348-59-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0282-hp
C=Cn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	C=Cn1cc[n+](CC)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Ethyl-3-vinylimidazolium bis(trifluoromethylsulfonyl)imide	204854-22-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0291-hp
C=Cn1cc[n+](CC)c1.[Br-]	C=Cn1cc[n+](CC)c1	[Br-]	1-Ethyl-3-vinylimidazolium bromide	34311-88-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0290-hp
CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CC[n+]1ccc(C)cc1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Ethyl-4-methylpyridinium bis(trifluoromethylsulfonyl)imide	712355-03-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0217-hp
CC[n+]1ccc(C)cc1.[Br-]	CC[n+]1ccc(C)cc1	[Br-]	1-Ethyl-4-methylpyridinium bromide	32353-49-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0227-hp
CC[NH+]1C=CN=C1.[Cl-]	CC[NH+]1C=CN=C1	[Cl-]	1-Ethylimidazolium  chloride	81505-35-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0275-sg
CC[NH+]1C=CN=C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CC[NH+]1C=CN=C1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Ethylimidazolium bis(trifluoromethylsulfonyl)imide	353239-10-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0269-sg
CC[NH+]1C=CN=C1.[Br-]	CC[NH+]1C=CN=C1	[Br-]	1-Ethylimidazolium bromide	501693-36-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0276-sg
CC[NH+]1C=CN=C1.O=[N+]([O-])[O-]	CC[NH+]1C=CN=C1	O=[N+]([O-])[O-]	1-Ethylimidazolium nitrate	501693-38-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0272-sg
CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CC[n+]1ccccc1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Ethylpyridinium bis(trifluoromethylsulfonyl)imide	712354-97-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0211-hp
CC[n+]1ccccc1.F[P-](F)(F)(F)(F)F	CC[n+]1ccccc1	F[P-](F)(F)(F)(F)F	1-Ethylpyridinium hexafluorophosphate	103173-73-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0172-hp
CC[n+]1ccccc1.[I-]	CC[n+]1ccccc1	[I-]	1-Ethylpyridinium iodide	872-90-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0173-hp
CC[n+]1ccccc1.F[B-](F)(F)F	CC[n+]1ccccc1	F[B-](F)(F)F	1-Ethylpyridinium tetrafluoroborate	350-48-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0107-hp
CC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F	CC[n+]1ccccc1	O=S(=O)([O-])C(F)(F)F	1-Ethylpyridinium triflate	3878-80-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0186-hp
CCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCCCCCn1cc[n+](C)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Heptyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide	425382-14-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0301-hp
CCCCCCCn1cc[n+](C)c1.[Br-]	CCCCCCCn1cc[n+](C)c1	[Br-]	1-Heptyl-3-methylimidazolium bromide	343851-32-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0298-hp
CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F	CCCCCCCn1cc[n+](C)c1	F[P-](F)(F)(F)(F)F	1-Heptyl-3-methylimidazolium hexafluorophosphate	357915-04-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0307-hp
CCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F	CCCCCCCn1cc[n+](C)c1	F[B-](F)(F)F	1-Heptyl-3-methylimidazolium tetrafluoroborate	244193-51-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0304-hp
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCCCCCCCCCCCCCCn1cc[n+](C)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Hexadecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide	404001-50-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0103-hp
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-]	CCCCCCCCCCCCCCCCn1cc[n+](C)c1	[Cl-]	1-Hexadecyl-3-methylimidazolium chloride	61546-01-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0115-hp
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F	CCCCCCCCCCCCCCCCn1cc[n+](C)c1	F[P-](F)(F)(F)(F)F	1-Hexadecyl-3-methylimidazolium hexafluorophosphate	219947-95-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0158-hp
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F	CCCCCCCCCCCCCCCCn1cc[n+](C)c1	F[B-](F)(F)F	1-Hexadecyl-3-methylimidazolium tetrafluoroborate	244193-64-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0097-hp
CCCCCC[N+]12CCN(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCCCC[N+]12CCN(CC1)CC2	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Hexyl-1,4-diaza[2.2.2]bicyclooctanium bis(trifluoromethylsulfonyl)imide	898256-50-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/il-0314-hp
CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCCCC[N+]1(C)CCCC1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Hexyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)imide	380497-19-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0092-hp
CCCCCCn1cc[n+](C)c1C.[I-]	CCCCCCn1cc[n+](C)c1C	[I-]	1-Hexyl-2,3-dimethylimidazolium iodide	288627-94-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0138-hp
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCCCCn1cc[n+](C)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide	382150-50-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0098-hp
