smiles	kegg_id
CC12CCC(C1)C(C)(C)C2[O-]	['C02344']
CC12CCC(O)CC1=CCC1C2CCC2(C)C([O-])CCC12	['C04295']
CC12CCC([O-])CC1=CCC1C2CCC2(C)C(O)CCC12	['C04295']
CC12CCC([O-])CC1=CCC1C2CCC2(C)C([O-])CCC12	['C04295']
CC12CCC3C(CC=C4CC([O-])CCC43C)C1CCC2=O	['C01227']
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2[O-]	['C03917', 'C05293']
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2[O-]	['C03852']
CC12CCC3C(CCC4CC([O-])CCC43C)C1CCC2=O	['C00523', 'C04373', 'C07635']
CC12CCC3C(CCC4CC([O-])CCC43C)C1CCC2O	['C03852']
CC12CCC3C(CCC4CC([O-])CCC43C)C1CCC2[O-]	['C03852']
CC12CCC3C4=CC(=O)C(=O)C=C4CCC3C1CCC2[O-]	['C22357']
CC12CCC3c4cc(O)c([O-])cc4CCC3C1CCC2=O	['C05298']
CC12CCC3c4cc([O-])c(O)cc4CCC3C1CCC2=O	['C05298']
CC12CCC3c4cc([O-])c([O-])cc4CCC3C1CCC2=O	['C05298']
CC12CCC3c4ccc([O-])cc4CCC3C1CC(O)C2=O	['C05300', 'C05300']
CC12CCC3c4ccc([O-])cc4CCC3C1CC([O-])C2=O	['C05300']
CC12CCC3c4ccc([O-])cc4CCC3C1CCC2=O	['C00468']
CC12CCC3c4ccc([O-])cc4CCC3C1CCC2O	['C00951', 'C00951', 'C02537', 'C02537']
CC12CCC3c4ccc([O-])cc4CCC3C1CCC2[O-]	['C00951', 'C02537']
CC12CCCC([O-])(C1)C1CC(C)(C)C1CC2	['C19974']
CC1=C(C=O)C(C)(C)CC([O-])C1	['C19731']
CC1=C(CC(=O)[O-])OC(=O)C1	['C18311']
CC1=C(Cl)C(=CC(=O)[O-])OC1=O	['C18309']
CC1=C(Cl)C(C(Cl)C(=O)[O-])OC1=O	['C18308']
CC1=C(Cl)C=C(Cl)C(O)C1[O-]	['C18301']
CC1=C(Cl)C=C(Cl)C([O-])C1O	['C18301']
CC1=C(Cl)C=C(Cl)C([O-])C1[O-]	['C18301']
CC1=C2C(=O)c3c(O)cccc3C=C2CC(CC(=O)[O-])O1	['C12434', 'C12434', 'C18835', 'C18835']
CC1=C2C(=O)c3c([O-])cccc3C=C2CC(CC(=O)[O-])O1	['C12434', 'C18835']
CC1=C2C([O-])CC(C)C23CCC(C3)C1(C)C	['C17953', 'C17955']
CC1=CC(=O)C(CC(=O)[O-])C1(C)C	['C20271']
CC1=CC(=O)C([O-])=CC1=O	['C18316']
CC1=CC(=O)OC1CC(=O)[O-]	['C04558']
CC1=CC23C(COC(=O)C24CO4)C(C(=O)[O-])=CC3C1C	['C20407']
CC1=CC23CCC4C(C)(C)CC([O-])CC4(C)C2CCC1C3	['C20146']
CC1=CC2c3cccc4[n-]cc(c34)CC2N(C)C1	['C09023']
CC1=CC=CC(O)C1[O-]	['C04592']
CC1=CC=CC([O-])C1O	['C04592']
CC1=CC=CC([O-])C1[O-]	['C04592']
CC1=CCC(C(C)(C)[O-])CC1	['C11393']
CC1=CCCC(C)C=CC(C(C)(C)[O-])CC1	['C16143']
CC1=COC([O-])C2C(C)CCC12	['C09804']
CC1=NC(C(=O)[O-])CCN1	['C06231']
CC1C(=O)CC(CC(=O)[O-])C1(C)C	['C20324']
CC1C(=O)CC2C(C(=O)[O-])=CC3CC(C)(C)CC312	['C20400']
CC1C(=O)N2C(C(=O)[O-])=CCC12	['C20821']
CC1C(=O)N2C1CC(SCCN)C2C(=O)[O-]	['C20818']
CC1C(=O)OCC2C(C(=O)[O-])=CC3CC(C)(C)CC312	['C20399']
CC1C(=O)[N-]C(=O)NC1=O	['C05281']
CC1C(=O)[N-]C(=O)[N-]C1=O	['C05281']
CC1C(O)CC2C(C(=O)[O-])=CC3CC(C)(C)CC321	['C20403', 'C20403']
CC1C([O-])CC2C(C(=O)[O-])=CC3CC(C)(C)CC321	['C20403']
CC1CC2c3cccc4[n-]cc(c34)CC2N(C)C1	['C20408']
CC1CCC(C(C)C)C([O-])C1	['C00400', 'C00553']
CC1CCC(C(C=O)=C[O-])C1C=O	['C06070']
CC1CCC([O-])C2(C)CCC3C(C12)C3(C)C	['C20181']
CC1CCC2([O-])C(C)(C)C3CCC2(C)C1C3	['C19755']
CC1CCC2C(C(=O)[O-])=CC3C(O)C(C)(C)CC123	['C20405', 'C20405']
CC1CCC2C(C(=O)[O-])=CC3C([O-])C(C)(C)CC123	['C20405']
CC1CCC2C(C(=O)[O-])=CC3CC(C)(C)CC132	['C20404']
CC1CCC2C(C(=O)[O-])=COC(O)C12	['C20789', 'C20789']
CC1CCC2C(C(=O)[O-])=COC([O-])C12	['C20789']
CC1CCC2C(C)(C)C3CC12CCC3(C)[O-]	['C18245']
CC1CCC2C(CO)=COC([O-])C12	['C22014']
CC1CCC2C(C[O-])=COC(O)C12	['C22014']
CC1CCC2C(C[O-])=COC([O-])C12	['C22014']
CC1CCCC2(C)CCCCC12[O-]	['C16286']
CC1CN(C)C2Cc3c[n-]c4cccc(c34)C2C1O	['C20437']
CC1CN(C)C2Cc3c[n-]c4cccc(c34)C2C1[O-]	['C20437']
CC1CN(C)C2Cc3c[nH]c4cccc(c34)C2C1[O-]	['C20437']
CC1CNC(=O)[N-]C1=O	['C21028']
CC1C[NH+](C)C2Cc3c[n-]c4cccc(c34)C2C1[O-]	['C20437']
CC1NCCc2c1[n-]c1ccccc21	['C09089']
CC1OC(=O)CC2C(C(=O)[O-])=CC3CC(C)(C)CC312	['C20402']
CC1OC(CC(=O)[O-])CC2=C1C(=O)c1c(O)cccc1C2	['C12435', 'C12435']
CC1OC(CC(=O)[O-])CC2=C1C(=O)c1c([O-])cccc1C2	['C12435']
CC1OC1P(=O)([O-])O	['C06454']
CC1OC1P(=O)([O-])[O-]	['C06454']
CC=C1C(=O)N2C1CC(SCCN)C2C(=O)[O-]	['C20823']
CC=C1CN2C3CC1C(C=O)C2Cc1c3[n-]c2ccccc12	['C11633', 'C11634']
CC=C1CN2C3CC1C(CO)C2Cc1c3[n-]c2ccccc12	['C11635']
CC=C1CN2C3CC1C(C[O-])C2Cc1c3[n-]c2ccccc12	['C11635']
CC=C1CN2C3CC1C(C[O-])C2Cc1c3[nH]c2ccccc12	['C11635']
CC=C1C[NH+]2C3CC1C(C[O-])C2Cc1c3[n-]c2ccccc12	['C11635']
CC=CC(CCC)C(=O)[O-]	['C16654']
CC=CC=C(O)C(=O)[O-]	['C11354']
CC=CC=C([O-])C(=O)O	['C11354']
CC=CC=C([O-])C(=O)[O-]	['C11354']
CC=Cc1ccc([O-])c(OC)c1	['C10469']
CC=Cc1ccc([O-])cc1	['C20464']
CCC(=O)C(=O)[O-]	['C00109']
CCC(=O)C=CC=C(O)C(=O)[O-]	['C07123']
CCC(=O)C=CC=C([O-])C(=O)O	['C07123']
CCC(=O)C=CC=C([O-])C(=O)[O-]	['C07123']
CCC(=O)OP(=O)([O-])O	['C02876']
CCC(=O)OP(=O)([O-])[O-]	['C02876']
CCC(=O)[O-]	['C00163']
CCC(C([NH-])=O)(C(N)=O)c1ccccc1	['C07499']
CCC(C([NH-])=O)(C([NH-])=O)c1ccccc1	['C07499']
CCC(C)(O)C(=O)C(=O)[O-]	['C14463', 'C14463']
CCC(C)([O-])C#N	['C18796']
CCC(C)([O-])C(=O)C(=O)[O-]	['C14463']
CCC(C)C(=O)C(=O)[O-]	['C00671']
CCC(C)C(=O)[O-]	['C18319']
CCC(C)C(N)C(=O)[O-]	['C00407']
CCC(C)CCCCCCCCCCC(=O)[O-]	['C16665']
CCC(N)C(=O)[O-]	['C02356']
CCC(O)(C(C)=O)C(=O)[O-]	['C06006', 'C06006']
CCC(O)C(=O)[O-]	['C05984', 'C05984']
CCC(O)CC(=O)C(=O)[O-]	['C06762', 'C06762']
CCC([O-])(C(C)=O)C(=O)[O-]	['C06006']
CCC([O-])C(=O)[O-]	['C05984']
CCC([O-])CC(=O)C(=O)[O-]	['C06762']
CCC1(c2ccccc2)C(=O)[N-]C(=O)NC1=O	['C07434']
CCC1(c2ccccc2)C(=O)[N-]C(=O)[N-]C1=O	['C07434']
CCC1(c2ccccc2)NC(=O)[N-]C1=O	['C14916']
CCC1=CC=CC(O)C1[O-]	['C06727']
CCC1=CC=CC([O-])C1O	['C06727']
CCC1=CC=CC([O-])C1[O-]	['C06727']
CCC1C(=O)N2C(C(=O)[O-])=C(SCCN)CC12	['C17368']
CCC1C(=O)N2C1CC(SCCN)C2C(=O)[O-]	['C20819']
CCC1OC(=O)C(C)C([O-])C(C)CC(C)C(=O)C=CC1C	['C11993']
CCC=C(CCC)C(=O)[O-]	['C16653']
CCC=CC=COC=CC=CCCCCCCCC(=O)[O-]	['C16319']
CCC=CCC(O)C=CC=CCCCCCCCC(=O)[O-]	['C16316', 'C16316']
CCC=CCC([O-])C=CC=CCCCCCCCC(=O)[O-]	['C16316']
CCC=CCC1C(=O)C=CC1CCCCCCCC(=O)[O-]	['C01226']
CCC=CCC1C(=O)CCC1CC(=O)[O-]	['C08491', 'C16317']
CCC=CCC1C(=O)CCC1CCCCCCCC(=O)[O-]	['C04780']
CCC=CCC1C=CC(=O)C1CCCCCCCC(=O)[O-]	['C16325']
CCC=CCC1OC1=CC=CCCCCCCCC(=O)[O-]	['C04672']
CCC=CCC=CC=C1OC1CCCCCCCC(=O)[O-]	['C16324']
CCC=CCC=CC=CC(O)CCCCCCCC(=O)[O-]	['C16326', 'C16326']
CCC=CCC=CC=CC([O-])CCCCCCCC(=O)[O-]	['C16326']
CCC=CCC=CC=COC=CCCCCCCC(=O)[O-]	['C16320']
CCC=CCC=CCC=CCC=CCCCCC(=O)[O-]	['C16300']
CCC=CCC=CCC=CCCCCCCC(=O)[O-]	['C16344']
CCC=CCC=CCC=CCCCCCCC(O)C(=O)[O-]	['C16342', 'C16342']
CCC=CCC=CCC=CCCCCCCC([O-])C(=O)[O-]	['C16342']
CCC=CCC=CCC=CCCCCCCCC(=O)[O-]	['C06427']
CCC=CCC[O-]	['C08492']
CCCC(=O)CC(=O)[N-]C1CCOC1=O	['C21198']
CCCC(=O)OP(=O)([O-])O	['C02527']
CCCC(=O)OP(=O)([O-])[O-]	['C02527']
CCCC(=O)[N-]C1CCOC1=O	['C11837']
CCCC(=O)[O-]	['C00246']
CCCC(C(=O)[O-])C(=O)CC	['C16652']
CCCC(C(=O)[O-])C(O)CC	['C16651', 'C16651']
CCCC(C(=O)[O-])C([O-])CC	['C16651']
CCCC(C)C1(CC)C(=O)[N-]C(=S)NC1=O	['C07521']
CCCC(C)C1(CC)C(=O)[N-]C(=S)[N-]C1=O	['C07521']
CCCC(CC(=O)O)C(=O)[O-]	['C16657']
CCCC(CC(=O)[O-])C(=O)O	['C16657']
CCCC(CC(=O)[O-])C(=O)[O-]	['C16657']
CCCC(CC(C)=O)C(=O)[O-]	['C16655']
CCCC(CC(C)O)C(=O)[O-]	['C16649', 'C16649']
CCCC(CC(C)[O-])C(=O)[O-]	['C16649']
CCCC(CCC(=O)O)C(=O)[O-]	['C16658']
CCCC(CCC(=O)[O-])C(=O)O	['C16658']
CCCC(CCC(=O)[O-])C(=O)[O-]	['C16658']
CCCC(CCC)C(=O)[O-]	['C07185']
CCCC(CCCO)C(=O)[O-]	['C16650', 'C16650']
CCCC(CCC[O-])C(=O)[O-]	['C16650']
CCCCC=COC=CC=CCCCCCCCC(=O)[O-]	['C22918']
CCCCCC#CCC=CCCCCCCCC(=O)[O-]	['C07289']
CCCCCC(=O)C=CC=CCCCCCCCC(=O)[O-]	['C14765']
CCCCCC(=O)CC(=O)[N-]C1CCOC1=O	['C11841']
CCCCCC(=O)[N-]C1CCOC1=O	['C21197']
CCCCCC(O)=CC(=O)C=Cc1ccc([O-])c(OC)c1	['C17746']
CCCCCC(O)=CC(=O)C=Cc1ccc([O-])cc1	['C17744']
CCCCCC(O)C=CC=CCCCCCCCC(=O)[O-]	['C14762', 'C14762']
CCCCCC(O)CC(=O)CCc1ccc([O-])c(OC)c1	['C10462', 'C10462']
CCCCCC(O)CC(=O)CCc1ccc([O-])cc1	['C17747', 'C17747']
CCCCCC(O)CC(=O)[N-]C1CCOC1=O	['C21200']
CCCCCC(O)CC(=O)[O-]	['C20793', 'C20793']
CCCCCC([O-])=CC(=O)C=Cc1ccc(O)c(OC)c1	['C17746']
CCCCCC([O-])=CC(=O)C=Cc1ccc(O)cc1	['C17744']
CCCCCC([O-])=CC(=O)C=Cc1ccc([O-])c(OC)c1	['C17746']
CCCCCC([O-])=CC(=O)C=Cc1ccc([O-])cc1	['C17744']
CCCCCC([O-])C=CC=CCCCCCCCC(=O)[O-]	['C14762']
CCCCCC([O-])C=CC=O	['C21642']
CCCCCC([O-])CC(=O)CCc1ccc([O-])c(OC)c1	['C10462']
CCCCCC([O-])CC(=O)CCc1ccc([O-])cc1	['C17747']
CCCCCC([O-])CC(=O)NC1CCOC1=O	['C21200']
CCCCCC([O-])CC(=O)[N-]C1CCOC1=O	['C21200']
CCCCCC([O-])CC(=O)[O-]	['C20793']
CCCCCC1OC1CC=CCCCCCCCC(=O)[O-]	['C14826']
CCCCCC=CC=CC(=O)CCCCCCCC(=O)[O-]	['C14766']
CCCCCC=CC=CC(O)CCCCCCCC(=O)[O-]	['C14767', 'C14767']
CCCCCC=CC=CC([O-])CCCCCCCC(=O)[O-]	['C14767']
CCCCCC=CCC1OC1CCCCCCCC(=O)[O-]	['C14825']
CCCCCC=CCC=CCC=CCCCCC(=O)[O-]	['C06426']
CCCCCC=CCC=CCCCCCCCC(=O)[O-]	['C01595']
CCCCCCC(=O)[N-]C1CCOC1=O	['C11844']
CCCCCCC=CC=CCCCCCCCC(=O)[O-]	['C04056']
CCCCCCC=CCCCCCCCC(=O)[O-]	['C08362']
CCCCCCCC(=O)[N-]C1CCOC1=O	['C21199']
CCCCCCCC(=O)[O-]	['C06423']
CCCCCCCCC1=C(CCCCCCCC(=O)[O-])C1	['C08366']
CCCCCCCCC1OC1CCCCCCCC(=O)[O-]	['C19418']
CCCCCCCCC=CCCCCCCCC(=O)[O-]	['C00712']
CCCCCCCCCC(=O)C([O-])CC	['C16640']
CCCCCCCCCC(=O)CC(=O)[N-]C1CCOC1=O	['C21201']
CCCCCCCCCC(=O)[O-]	['C01571']
CCCCCCCCCC=CC(=O)[O-]	['C21202']
CCCCCCCCCCCC(=O)[O-]	['C02679']
CCCCCCCCCCCCCC(=O)[O-]	['C06424']
CCCCCCCCCCCCCC([O-])CC(=O)OC	['C11849']
CCCCCCCCCCCCCCCC(=O)C(N)C[O-]	['C02934']
CCCCCCCCCCCCCCCC(=O)NCC[O-]	['C16512']
CCCCCCCCCCCCCCCC(=O)[N-]CCO	['C16512']
CCCCCCCCCCCCCCCC(=O)[N-]CC[O-]	['C16512']
CCCCCCCCCCCCCCCC(=O)[O-]	['C00249']
CCCCCCCCCCCCCCCCCC(=O)[O-]	['C01530']
CCCCCCCCCCCCCCCC[O-]	['C00823']
CCCCCCCCCCCc1ccc[n-]1	['C21574']
CCCCCCCc1[n-]c2ccccc2c(=O)c1O	['C11848']
CCCCCCCc1[n-]c2ccccc2c(=O)c1[O-]	['C11848']
CCCCCCCc1[nH]c2ccccc2c(=O)c1[O-]	['C11848']
CCCCCCCc1cc(=O)c2ccccc2[n-]1	['C20643']
CCCCCCNC(=O)n1cc(F)c(=O)[n-]c1=O	['C13252']
CCCCCC[N-]C(=O)n1cc(F)c(=O)[n-]c1=O	['C13252']
CCCCCC[N-]C(=O)n1cc(F)c(=O)[nH]c1=O	['C13252']
CCCCCc1cc[n-]c1C	['C21572']
CCCC[O-]	['C06142']
CCCN(C=Nc1cccc(=O)[n-]1)CCC	['C15477']
CCC[O-]	['C05979']
CCN(CC)CC(=O)Nc1c(C)ccc([O-])c1C	['C16560']
CCN(CC)CC(=O)[N-]c1c(C)ccc(O)c1C	['C16560']
CCN(CC)CC(=O)[N-]c1c(C)ccc([O-])c1C	['C16560']
CCN(CC)CC(=O)[N-]c1c(C)cccc1C	['C07073']
CCNCC(=O)[N-]c1c(C)cccc1C	['C16561']
CCOP(=O)([O-])OCC	['C06608']
CC[N-]C(C)=O	['C21404']
CC[NH+](CC)CC(=O)[N-]c1c(C)ccc([O-])c1C	['C16560']
CC[O-]	['C00469']
CCc1ccc([O-])cc1	['C13637']
CCc1cccc(O)c1[O-]	['C06728']
CCc1cccc([O-])c1O	['C06728']
CCc1cccc([O-])c1[O-]	['C06728']
CN(C)CC(=O)[O-]	['C01026']
CN(C)CCOP(=O)([O-])O	['C13482']
CN(C)CCOP(=O)([O-])[O-]	['C13482']
CN(C)CCP(=O)([O-])O	['C05680']
CN(C)CCP(=O)([O-])[O-]	['C05680']
CN(C)CCc1c[n-]c2cccc(O)c12	['C08312']
CN(C)CCc1c[n-]c2cccc([O-])c12	['C08312']
CN(C)CCc1c[nH]c2cccc([O-])c12	['C08312']
CN(C)CCc1ccc([O-])cc1	['C06199']
CN(C)Cc1c[n-]c2ccccc12	['C08304']
CN(CC(=O)[O-])C(N)=O	['C01043', 'C01043']
CN(CC(=O)[O-])C([NH-])=O	['C01043']
CN(CCCC([O-])c1ccc[n+]([O-])c1)N=O	['C19603']
CN(CCCC([O-])c1cccnc1)N=O	['C19574']
CN(C[O-])N=O	['C20301']
CN(N=O)C([NH-])=O	['C14595']
CN1C(=O)N(C)C2=NC(=O)N(C)C2([O-])C1=O	['C21144']
CN1C2CCC1C(C(=O)[O-])C(O)C2	['C10858', 'C10858', 'C12449', 'C12449']
CN1C2CCC1C(C(=O)[O-])C([O-])C2	['C10858', 'C12449']
CN1C2CCC1CC(OC(=O)C(C[O-])c1ccccc1)C2	['C01479', 'C02046']
CN1C2CCC1CC(OC(=O)C([O-])Cc1ccccc1)C2	['C10860']
CN1C2CCC1CC([O-])C2	['C00729', 'C02066']
CN1CC(=O)[N-]C1=O	['C02565']
CN1CC(C(=O)O)=CC2c3cccc4[n-]cc(c34)CC21	['C22432']
CN1CC(C(=O)O)C=C2c3cccc4[n-]cc(c34)CC21	['C07541']
CN1CC(C(=O)[O-])=CC2c3cccc4[n-]cc(c34)CC21	['C22432']
CN1CC(C(=O)[O-])=CC2c3cccc4[nH]cc(c34)CC21	['C22432']
CN1CC(C(=O)[O-])C=C2c3cccc4[n-]cc(c34)CC21	['C07541']
CN1CC(C(=O)[O-])C=C2c3cccc4[nH]cc(c34)CC21	['C07541']
CN1CC(CO)=CC2c3cccc4[n-]cc(c34)CC21	['C06068']
CN1CC(C[O-])=CC2c3cccc4[n-]cc(c34)CC21	['C06068']
CN1CC(C[O-])=CC2c3cccc4[nH]cc(c34)CC21	['C06068']
CN1CCC23c4c5ccc([O-])c4OC2C(=O)C=CC3C1C5	['C01735']
CN1CCC23c4c5ccc([O-])c4OC2C(O)C=CC3C1C5	['C01516', 'C01516']
CN1CCC23c4c5ccc([O-])c4OC2C([O-])C=CC3C1C5	['C01516']
CN1CCC=C1c1ccc(=O)[nH]c1[O-]	['C16151']
CN1CCC=C1c1ccc(O)nc1[O-]	['C16151']
CN1CCC=C1c1ccc([O-])nc1	['C21075']
CN1CCC=C1c1ccc([O-])nc1O	['C16151']
CN1CCC=C1c1ccc([O-])nc1[O-]	['C16151']
CN1CCCC1CC(=O)CC(=O)[O-]	['C22421']
CN1CCCC1c1ccc([O-])nc1	['C01056', 'C03043']
CN1CCCCC1CC([O-])c1ccccc1	['C10171']
CN=C(C)C([O-])c1ccccc1	['C04351']
CNC(=O)N(C)C1[N-]C(=O)N(C)C1=O	['C16362']
CNC(C)C([O-])c1ccccc1	['C01575', 'C02765']
CNC([NH-])=O	['C16363']
CNC1Cc2c[n-]c3cccc(c23)C1C=C(C)C=O	['C20379']
CNC1Cc2c[n-]c3cccc(c23)C1CC(C)C=O	['C21897']
CNCC(=O)[O-]	['C00213']
CNCCCC(=O)[O-]	['C15987']
CNCCCC(=O)c1ccc([O-])nc1	['C01297']
CNCCc1c[n-]c2ccccc12	['C06213']
CNCCc1ccc([O-])cc1	['C02442']
CNCc1c[n-]c2ccccc12	['C21602']
CNc1ccccc1C(=O)[O-]	['C03005']
COC(=O)C1=COC([O-])C2C(C)CCC12	['C20790']
COC(=O)C1C([O-])CC2CCC1N2C	['C12448']
COC(=O)C=C(C)CCC=C(C)CCC(O)C(C)(C)[O-]	['C16505']
COC(=O)C=C(C)CCC=C(C)CCC([O-])C(C)(C)O	['C16505']
COC(=O)C=C(C)CCC=C(C)CCC([O-])C(C)(C)[O-]	['C16505']
COC(=O)C=C(C)CCC=C(C)CCC1OC1(C)C[O-]	['C16508']
COC(=O)c1ccc(N)cc1[O-]	['C14170']
COC(=O)c1ccc([O-])c(N)c1	['C14171']
COC(=O)c1ccccc1[O-]	['C12305']
COC1=CC=C2C3Cc4ccc([O-])c5c4C2(CCN3C)C1O5	['C06175']
COC1C([O-])CCC2(CO2)C1C1(C)OC1CC=C(C)C	['C22618']
COc1c([O-])ccc2cc3ccccc3cc12	['C16208']
COc1c2c(nc3ccccc13)OC(C(C)(C)[O-])C2	['C16721']
COc1cc(-c2ccc[n-]2)[n-]c1C=O	['C21570']
COc1cc(-c2ccc[n-]2)[nH]c1C=O	['C21570']
COc1cc(-c2ccc[nH]2)[n-]c1C=O	['C21570']
COc1cc(C(=O)[O-])cc(OC)c1O	['C10833', 'C10833']
COc1cc(C(=O)[O-])cc(OC)c1[O-]	['C10833']
COc1cc(C(=O)[O-])ccc1O	['C06672', 'C06672']
COc1cc(C(=O)[O-])ccc1[O-]	['C06672']
COc1cc(C(O)C=O)ccc1[O-]	['C05583', 'C05583']
COc1cc(C([O-])C=O)ccc1[O-]	['C05583']
COc1cc(C)c2ccc(O)c(C(=O)[O-])c2c1	['C20841', 'C20841']
COc1cc(C)c2ccc([O-])c(C(=O)[O-])c2c1	['C20841']
COc1cc(C=CC(=O)[O-])cc(OC)c1O	['C00482', 'C00482']
COc1cc(C=CC(=O)[O-])cc(OC)c1[O-]	['C00482']
COc1cc(C=CC(=O)[O-])ccc1O	['C01494', 'C01494']
COc1cc(C=CC(=O)[O-])ccc1[O-]	['C01494']
COc1cc(C=CC=O)cc(O)c1[O-]	['C12204']
COc1cc(C=CC=O)cc(OC)c1[O-]	['C05610']
COc1cc(C=CC=O)cc([O-])c1O	['C12204']
COc1cc(C=CC=O)cc([O-])c1[O-]	['C12204']
COc1cc(C=CC=O)ccc1[O-]	['C02666']
COc1cc(C=CCO)cc(OC)c1[O-]	['C02325', 'C02325']
COc1cc(C=CCO)ccc1[O-]	['C00590', 'C00590']
COc1cc(C=CCOC(C)=O)ccc1[O-]	['C20225']
COc1cc(C=CC[O-])cc(OC)c1[O-]	['C02325']
COc1cc(C=CC[O-])ccc1[O-]	['C00590']
COc1cc(C=Cc2ccc([O-])cc2)cc(OC)c1	['C10287']
COc1cc(C=O)ccc1[O-]	['C00755']
COc1cc(CC(=O)[O-])ccc1O	['C05582', 'C05582']
COc1cc(CC(=O)[O-])ccc1[O-]	['C05582']
COc1cc(CC=O)ccc1[O-]	['C05581']
COc1cc(CCN)ccc1[O-]	['C05587']
COc1cc(CN)ccc1[O-]	['C16666']
COc1cc(CO)ccc1[O-]	['C06317', 'C06317']
COc1cc(C[O-])ccc1[O-]	['C06317']
COc1cc(O)c(C)c(CC=C(C)CCC=C(C)C)c1[O-]	['C19859']
COc1cc(O)cc(CC=C(C)CCC=C(C)C)c1[O-]	['C19858']
COc1cc([O-])c(C)c(CC=C(C)CCC=C(C)C)c1O	['C19859']
COc1cc([O-])c(C)c(CC=C(C)CCC=C(C)C)c1[O-]	['C19859']
COc1cc([O-])c2c(c1)OC(c1ccccc1)CC2=O	['C16419']
COc1cc([O-])cc(CC=C(C)CCC=C(C)C)c1O	['C19858']
COc1cc([O-])cc(CC=C(C)CCC=C(C)C)c1[O-]	['C19858']
COc1cc2c(c([O-])c1OC)C(C)NCC2	['C16704']
COc1cc2c(c([O-])c1OC)CNCC2	['C12231']
COc1cc2c(cc1O)C(Cc1ccc([O-])cc1)N(C)CC2	['C05176', 'C05243']
COc1cc2c(cc1[O-])C(Cc1ccc(O)cc1)N(C)CC2	['C05176', 'C05243']
COc1cc2c(cc1[O-])C(Cc1ccc([O-])cc1)N(C)CC2	['C05176', 'C05243']
COc1cc2c(cc1[O-])C(Cc1ccc([O-])cc1)[NH+](C)CC2	['C05176', 'C05243']
COc1cc2c(cc1[O-])CN1CCC23C=CC(=O)CC13	['C21405', 'C21406']
COc1cc2c(cc1[O-])CN1CCC23C=CC(O)CC13	['C12180', 'C12180', 'C21635', 'C21635']
COc1cc2c(cc1[O-])CN1CCC23C=CC([O-])CC13	['C12180', 'C21635']
COc1cc2c(cc1[O-])CN1CCC23CCC(O)CC13	['C21637', 'C21637', 'C21639', 'C21639']
COc1cc2c(cc1[O-])CN1CCC23CCC([O-])CC13	['C21637', 'C21639']
COc1cc2c(cc1[O-])CN1CCC3=CCC(=O)C2C31	['C21633']
COc1cc2c(cc1[O-])C[NH+]1CCC23C=CC([O-])CC13	['C12180', 'C21635']
COc1cc2c(cc1[O-])C[NH+]1CCC23CCC([O-])CC13	['C21637', 'C21639']
COc1cc2ccc(=O)oc2cc1[O-]	['C01752']
COc1cc2nc[n-]c2cc1C	['C22451']
COc1cc2oc(=O)ccc2cc1[O-]	['C18079']
COc1ccc(-c2coc3cc([O-])ccc3c2=O)cc1	['C00858']
COc1ccc(C(=O)[O-])cc1	['C02519']
COc1ccc(C2COc3cc(O)ccc3C2)c([O-])c1	['C16225']
COc1ccc(C2COc3cc([O-])ccc3C2)c(O)c1	['C16225']
COc1ccc(C2COc3cc([O-])ccc3C2)c([O-])c1	['C16225']
